;Date;Time;x;y;fx;fy;;;;
;28/11/2022;10:47:14.036;-112;-130;0;-278;;;;
;28/11/2022;10:47:14.068;-112;-130;0;0;;;;
6;28/11/2022;10:47:14.161;-112;-128;0;129;;;;
;28/11/2022;10:47:14.208;-112;-126;0;129;;;;
;28/11/2022;10:47:14.286;-112;-125;-29;129;;;;
;28/11/2022;10:47:14.333;-112;-123;-29;129;;;;
;28/11/2022;10:47:14.411;-112;-121;-29;129;;;;
;28/11/2022;10:47:14.458;-112;-119;-29;38;;;;
;28/11/2022;10:47:14.537;-112;-119;-29;38;;;;
;28/11/2022;10:47:14.583;-112;-119;-29;38;;;;
;28/11/2022;10:47:14.646;-112;-119;-28;38;;;;
;28/11/2022;10:47:14.693;-112;-119;-28;38;;;;
;28/11/2022;10:47:14.771;-112;-119;-28;38;;;;
;28/11/2022;10:47:14.849;-112;-119;-28;0;;;;
;28/11/2022;10:47:14.896;-112;-119;-28;0;;;;
;28/11/2022;10:47:14.958;-112;-119;-26;0;;;;
;28/11/2022;10:47:15.005;-112;-119;-26;0;;;;
;28/11/2022;10:47:15.083;-112;-119;-26;0;;;;
;28/11/2022;10:47:15.161;-112;-119;-26;0;;;;
;28/11/2022;10:47:15.193;-112;-119;-26;0;;;;
;28/11/2022;10:47:15.271;-112;-119;0;0;;;;
;28/11/2022;10:47:15.318;-112;-119;0;0;;;;
;28/11/2022;10:47:15.396;-112;-119;0;56;;;;
;28/11/2022;10:47:15.443;-112;-119;0;56;;;;
;28/11/2022;10:47:15.536;-112;-119;0;56;;;;
;28/11/2022;10:47:15.568;-112;-119;0;56;;;;
;28/11/2022;10:47:15.646;-112;-119;0;56;;;;
;28/11/2022;10:47:15.724;-112;-119;0;69;;;;
;28/11/2022;10:47:15.771;-112;-119;0;69;;;;
;28/11/2022;10:47:15.849;-112;-119;0;69;;;;
;28/11/2022;10:47:15.896;-112;-119;0;69;;;;
;28/11/2022;10:47:15.943;-112;-119;0;69;;;;
;28/11/2022;10:47:16.036;-112;-119;0;0;;;;
;28/11/2022;10:47:16.083;-112;-119;0;0;;;;
;28/11/2022;10:47:16.146;-112;-119;0;0;;;;
;28/11/2022;10:47:16.224;-112;-119;0;0;;;;
;28/11/2022;10:47:16.255;-112;-119;0;0;;;;
;28/11/2022;10:47:16.333;-112;-119;0;0;;;;
;28/11/2022;10:47:16.380;-112;-119;0;0;;;;
;28/11/2022;10:47:16.458;-108;-119;250;0;;;;
;28/11/2022;10:47:16.537;-104;-119;250;0;;;;
;28/11/2022;10:47:16.583;-101;-119;250;0;;;;
;28/11/2022;10:47:16.630;-97;-119;250;0;;;;
;28/11/2022;10:47:16.708;-89;-115;680;257;;;;
;28/11/2022;10:47:16.771;-85;-112;680;257;;;;
;28/11/2022;10:47:16.849;-78;-106;680;257;;;;
;28/11/2022;10:47:16.896;-78;-106;680;257;;;;
;28/11/2022;10:47:16.943;-74;-103;680;257;;;;
;28/11/2022;10:47:17.037;-67;-98;680;108;;;;
;28/11/2022;10:47:17.083;-68;-97;842;108;;;;
;28/11/2022;10:47:17.131;-72;-96;842;108;;;;
;28/11/2022;10:47:17.209;-81;-93;842;108;;;;
;28/11/2022;10:47:17.256;-85;-92;842;108;;;;
;28/11/2022;10:47:17.350;-89;-91;842;67;;;;
;28/11/2022;10:47:17.396;-97;-91;1091;67;;;;
;28/11/2022;10:47:17.443;-97;-91;1091;67;;;;
;28/11/2022;10:47:17.537;-104;-91;1091;67;;;;
;28/11/2022;10:47:17.584;-107;-91;1091;67;;;;
;28/11/2022;10:47:17.662;-115;-91;857;37;;;;
;28/11/2022;10:47:17.709;-118;-91;857;37;;;;
;28/11/2022;10:47:17.756;-122;-91;857;37;;;;
;28/11/2022;10:47:17.834;-125;-91;857;37;;;;
;28/11/2022;10:47:17.912;-133;-91;857;-29;;;;
;28/11/2022;10:47:17.959;-134;-91;596;-29;;;;
;28/11/2022;10:47:18.006;-131;-91;596;-29;;;;
;28/11/2022;10:47:18.100;-127;-91;596;-29;;;;
;28/11/2022;10:47:18.147;-123;-91;596;-50;;;;
;28/11/2022;10:47:18.194;-120;-91;596;-50;;;;
;28/11/2022;10:47:18.271;-113;-91;416;-50;;;;
;28/11/2022;10:47:18.319;-109;-91;416;-50;;;;
;28/11/2022;10:47:18.412;-102;-91;416;-92;;;;
;28/11/2022;10:47:18.459;-98;-91;416;-92;;;;
;28/11/2022;10:47:18.553;-91;-91;0;-92;;;;
;28/11/2022;10:47:18.600;-91;-91;0;-92;;;;
;28/11/2022;10:47:18.646;-91;-91;0;-92;;;;
;28/11/2022;10:47:18.725;-91;-91;0;-107;;;;
;28/11/2022;10:47:18.771;-91;-93;0;-107;;;;
;28/11/2022;10:47:18.818;-91;-94;0;-107;;;;
;28/11/2022;10:47:18.897;-91;-97;0;-107;;;;
;28/11/2022;10:47:18.959;-91;-98;0;-107;;;;
;28/11/2022;10:47:19.037;-91;-99;0;-107;;;;
;28/11/2022;10:47:19.084;-91;-99;0;-73;;;;
;28/11/2022;10:47:19.131;-91;-99;0;-73;;;;
;28/11/2022;10:47:19.209;-90;-99;132;-73;;;;
;28/11/2022;10:47:19.256;-88;-99;132;-73;;;;
;28/11/2022;10:47:19.334;-87;-99;132;-73;;;;
;28/11/2022;10:47:19.381;-85;-99;132;-38;;;;
;28/11/2022;10:47:19.475;-82;-99;132;-38;;;;
;28/11/2022;10:47:19.522;-79;-99;237;-38;;;;
;28/11/2022;10:47:19.569;-76;-99;237;-38;;;;
;28/11/2022;10:47:19.647;-69;-99;237;0;;;;
;28/11/2022;10:47:19.709;-66;-99;237;0;;;;
;28/11/2022;10:47:19.787;-63;-99;237;0;;;;
;28/11/2022;10:47:19.834;-59;-99;439;0;;;;
;28/11/2022;10:47:19.881;-55;-99;439;0;;;;
;28/11/2022;10:47:19.959;-48;-99;439;0;;;;
;28/11/2022;10:47:20.022;-44;-99;439;0;;;;
;28/11/2022;10:47:20.100;-41;-99;439;0;;;;
;28/11/2022;10:47:20.147;-37;-99;439;0;;;;
;28/11/2022;10:47:20.225;-30;-99;554;0;;;;
;28/11/2022;10:47:20.272;-26;-99;554;0;;;;
;28/11/2022;10:47:20.350;-19;-99;554;0;;;;
;28/11/2022;10:47:20.412;-15;-99;554;0;;;;
;28/11/2022;10:47:20.459;-12;-99;622;0;;;;
;28/11/2022;10:47:20.506;-8;-99;622;0;;;;
;28/11/2022;10:47:20.600;-4;-99;622;0;;;;
;28/11/2022;10:47:20.647;-1;-99;622;0;;;;
;28/11/2022;10:47:20.709;5;-99;622;26;;;;
;28/11/2022;10:47:20.787;9;-99;606;26;;;;
;28/11/2022;10:47:20.850;13;-99;606;26;;;;
;28/11/2022;10:47:20.897;16;-99;606;26;;;;
;28/11/2022;10:47:20.959;24;-99;606;0;;;;
;28/11/2022;10:47:21.022;27;-99;606;0;;;;
;28/11/2022;10:47:21.100;35;-99;567;0;;;;
;28/11/2022;10:47:21.162;38;-99;567;0;;;;
;28/11/2022;10:47:21.209;42;-99;567;0;;;;
;28/11/2022;10:47:21.272;45;-99;567;0;;;;
;28/11/2022;10:47:21.350;53;-99;567;0;;;;
;28/11/2022;10:47:21.397;56;-99;542;0;;;;
;28/11/2022;10:47:21.459;60;-99;542;0;;;;
;28/11/2022;10:47:21.553;64;-99;542;0;;;;
;28/11/2022;10:47:21.600;67;-99;542;0;;;;
;28/11/2022;10:47:21.647;71;-99;542;30;;;;
;28/11/2022;10:47:21.694;75;-99;542;30;;;;
;28/11/2022;10:47:21.787;82;-99;532;30;;;;
;28/11/2022;10:47:21.850;85;-99;532;30;;;;
;28/11/2022;10:47:21.897;89;-99;532;30;;;;
;28/11/2022;10:47:21.944;93;-99;532;36;;;;
;28/11/2022;10:47:22.038;100;-99;527;36;;;;
;28/11/2022;10:47:22.084;104;-99;527;36;;;;
;28/11/2022;10:47:22.131;108;-99;527;36;;;;
;28/11/2022;10:47:22.225;115;-99;527;0;;;;
;28/11/2022;10:47:22.272;119;-99;527;0;;;;
;28/11/2022;10:47:22.319;121;-99;0;0;;;;
;28/11/2022;10:47:22.412;121;-99;0;0;;;;
;28/11/2022;10:47:22.459;121;-99;0;0;;;;
;28/11/2022;10:47:22.538;121;-99;0;0;;;;
;28/11/2022;10:47:22.584;121;-99;0;0;;;;
;28/11/2022;10:47:22.663;121;-99;0;0;;;;
;28/11/2022;10:47:22.709;121;-99;0;0;;;;
;28/11/2022;10:47:22.788;121;-99;0;0;;;;
;28/11/2022;10:47:22.834;121;-99;0;0;;;;
;28/11/2022;10:47:22.913;121;-99;0;0;;;;
;28/11/2022;10:47:22.959;121;-99;0;0;;;;
;28/11/2022;10:47:23.006;121;-99;0;0;;;;
;28/11/2022;10:47:23.100;121;-99;0;0;;;;
;28/11/2022;10:47:23.147;121;-99;0;0;;;;
;28/11/2022;10:47:23.225;121;-99;360;0;;;;
;28/11/2022;10:47:23.272;124;-99;360;0;;;;
;28/11/2022;10:47:23.334;128;-99;360;0;;;;
;28/11/2022;10:47:23.412;135;-99;360;0;;;;
;28/11/2022;10:47:23.460;139;-99;360;0;;;;
;28/11/2022;10:47:23.506;142;-99;360;0;;;;
;28/11/2022;10:47:23.600;143;-99;0;0;;;;
;28/11/2022;10:47:23.647;143;-99;0;0;;;;
;28/11/2022;10:47:23.694;143;-99;0;0;;;;
;28/11/2022;10:47:23.788;143;-99;0;0;;;;
;28/11/2022;10:47:23.834;143;-99;0;0;;;;
;28/11/2022;10:47:23.881;143;-99;-47;0;;;;
;28/11/2022;10:47:23.975;143;-99;-47;0;;;;
;28/11/2022;10:47:24.022;143;-99;-47;0;;;;
;28/11/2022;10:47:24.069;143;-99;-47;0;;;;
7;28/11/2022;10:47:24.147;143;-99;-113;0;;;;
;28/11/2022;10:47:24.209;141;-99;-113;0;;;;
;28/11/2022;10:47:24.288;140;-99;-113;0;;;;
;28/11/2022;10:47:24.335;139;-99;-113;0;;;;
;28/11/2022;10:47:24.397;137;-98;-113;256;;;;
;28/11/2022;10:47:24.459;134;-91;-399;256;;;;
;28/11/2022;10:47:24.553;127;-84;-399;256;;;;
;28/11/2022;10:47:24.600;124;-81;-399;256;;;;
;28/11/2022;10:47:24.663;120;-77;-399;340;;;;
;28/11/2022;10:47:24.709;115;-72;-399;340;;;;
;28/11/2022;10:47:24.756;110;-68;-432;340;;;;
;28/11/2022;10:47:24.866;101;-58;-432;340;;;;
;28/11/2022;10:47:24.913;96;-53;-432;340;;;;
;28/11/2022;10:47:24.959;91;-49;-432;190;;;;
;28/11/2022;10:47:25.022;87;-46;-432;190;;;;
;28/11/2022;10:47:25.116;78;-42;-617;190;;;;
;28/11/2022;10:47:25.163;73;-39;-617;190;;;;
;28/11/2022;10:47:25.225;69;-37;-617;190;;;;
;28/11/2022;10:47:25.272;64;-35;-617;204;;;;
;28/11/2022;10:47:25.334;61;-31;-617;204;;;;
;28/11/2022;10:47:25.428;54;-25;-441;204;;;;
;28/11/2022;10:47:25.491;51;-22;-441;204;;;;
;28/11/2022;10:47:25.553;47;-18;-441;204;;;;
;28/11/2022;10:47:25.616;40;-13;-441;141;;;;
;28/11/2022;10:47:25.678;37;-11;-441;141;;;;
;28/11/2022;10:47:25.725;33;-10;-373;141;;;;
;28/11/2022;10:47:25.788;30;-8;-373;141;;;;
;28/11/2022;10:47:25.850;26;-6;-373;141;;;;
;28/11/2022;10:47:25.913;19;-2;-373;239;;;;
;28/11/2022;10:47:25.960;16;1;-373;239;;;;
;28/11/2022;10:47:26.022;13;4;-198;239;;;;
;28/11/2022;10:47:26.085;10;7;-198;239;;;;
;28/11/2022;10:47:26.147;8;11;-198;239;;;;
;28/11/2022;10:47:26.272;0;20;-198;207;;;;
;28/11/2022;10:47:26.335;-1;23;-137;207;;;;
;28/11/2022;10:47:26.397;-3;27;-137;207;;;;
;28/11/2022;10:47:26.460;-6;33;-137;207;;;;
;28/11/2022;10:47:26.569;-10;38;-137;155;;;;
;28/11/2022;10:47:26.678;-11;42;-98;155;;;;
;28/11/2022;10:47:26.741;-11;44;-98;155;;;;
;28/11/2022;10:47:26.788;-11;46;-98;155;;;;
;28/11/2022;10:47:26.835;-11;48;-98;147;;;;
;28/11/2022;10:47:26.897;-11;50;-98;147;;;;
;28/11/2022;10:47:26.991;-12;54;-103;147;;;;
;28/11/2022;10:47:27.053;-14;56;-103;147;;;;
;28/11/2022;10:47:27.100;-15;58;-103;147;;;;
;28/11/2022;10:47:27.163;-17;59;-103;99;;;;
;28/11/2022;10:47:27.225;-18;59;-289;99;;;;
;28/11/2022;10:47:27.272;-24;59;-289;99;;;;
;28/11/2022;10:47:27.319;-29;59;-289;99;;;;
;28/11/2022;10:47:27.413;-40;60;-289;117;;;;
;28/11/2022;10:47:27.475;-45;61;-289;117;;;;
;28/11/2022;10:47:27.522;-50;62;-213;117;;;;
;28/11/2022;10:47:27.585;-53;64;-213;117;;;;
;28/11/2022;10:47:27.678;-59;67;-213;117;;;;
;28/11/2022;10:47:27.741;-63;68;-213;117;;;;
;28/11/2022;10:47:27.788;-66;70;-213;160;;;;
;28/11/2022;10:47:27.851;-69;72;-213;160;;;;
;28/11/2022;10:47:27.913;-74;76;-170;160;;;;
;28/11/2022;10:47:27.960;-77;78;-170;160;;;;
;28/11/2022;10:47:28.022;-79;80;-170;160;;;;
;28/11/2022;10:47:28.116;-84;85;-170;191;;;;
;28/11/2022;10:47:28.179;-85;88;-97;191;;;;
;28/11/2022;10:47:28.226;-85;90;-97;191;;;;
;28/11/2022;10:47:28.288;-85;93;-97;191;;;;
;28/11/2022;10:47:28.335;-85;95;-97;191;;;;
;28/11/2022;10:47:28.382;-85;98;-97;191;;;;
;28/11/2022;10:47:28.475;-85;101;-90;124;;;;
;28/11/2022;10:47:28.553;-85;103;-90;124;;;;
;28/11/2022;10:47:28.600;-85;104;-90;124;;;;
;28/11/2022;10:47:28.663;-85;107;-90;124;;;;
;28/11/2022;10:47:28.710;-85;108;-90;51;;;;
;28/11/2022;10:47:28.772;-85;108;-100;51;;;;
;28/11/2022;10:47:28.835;-85;108;-100;51;;;;
;28/11/2022;10:47:28.928;-85;108;-100;51;;;;
;28/11/2022;10:47:28.975;-85;108;-100;51;;;;
;28/11/2022;10:47:29.038;-85;108;-100;0;;;;
;28/11/2022;10:47:29.085;-85;108;-212;0;;;;
;28/11/2022;10:47:29.147;-88;108;-212;0;;;;
;28/11/2022;10:47:29.210;-94;108;-212;0;;;;
;28/11/2022;10:47:29.272;-97;108;-212;0;;;;
;28/11/2022;10:47:29.319;-100;108;-212;0;;;;
8;28/11/2022;10:47:29.429;-103;108;-100;0;;;;
;28/11/2022;10:47:29.475;-103;108;-100;0;;;;
;28/11/2022;10:47:29.538;-103;108;-100;0;;;;
;28/11/2022;10:47:29.585;-103;108;-100;0;;;;
;28/11/2022;10:47:29.647;-103;108;-100;0;;;;
;28/11/2022;10:47:29.710;-103;108;0;0;;;;
;28/11/2022;10:47:29.757;-103;108;0;0;;;;
;28/11/2022;10:47:29.866;-103;108;0;0;;;;
;28/11/2022;10:47:29.913;-103;108;0;0;;;;
;28/11/2022;10:47:29.975;-103;108;0;0;;;;
;28/11/2022;10:47:30.038;-103;108;0;0;;;;
;28/11/2022;10:47:30.085;-103;108;0;0;;;;
;28/11/2022;10:47:30.147;-103;108;0;0;;;;
;28/11/2022;10:47:30.241;-103;108;0;0;;;;
;28/11/2022;10:47:30.288;-103;108;0;39;;;;
;28/11/2022;10:47:30.350;-103;108;0;39;;;;
;28/11/2022;10:47:30.397;-103;108;0;39;;;;
;28/11/2022;10:47:30.475;-103;108;0;39;;;;
;28/11/2022;10:47:30.538;-103;108;0;39;;;;
;28/11/2022;10:47:30.585;-103;108;0;0;;;;
;28/11/2022;10:47:30.647;-103;108;0;0;;;;
;28/11/2022;10:47:30.710;-99;108;163;0;;;;
;28/11/2022;10:47:30.772;-97;108;163;0;;;;
;28/11/2022;10:47:30.835;-95;108;163;0;;;;
;28/11/2022;10:47:30.897;-93;108;163;0;;;;
;28/11/2022;10:47:30.944;-91;108;163;0;;;;
;28/11/2022;10:47:31.054;-81;108;338;0;;;;
;28/11/2022;10:47:31.116;-78;108;338;0;;;;
;28/11/2022;10:47:31.163;-74;108;338;0;;;;
;28/11/2022;10:47:31.226;-70;108;338;0;;;;
;28/11/2022;10:47:31.272;-67;108;330;0;;;;
;28/11/2022;10:47:31.335;-63;108;330;0;;;;
;28/11/2022;10:47:31.429;-56;108;330;0;;;;
;28/11/2022;10:47:31.476;-52;108;330;0;;;;
;28/11/2022;10:47:31.538;-48;108;330;0;;;;
;28/11/2022;10:47:31.585;-45;108;324;0;;;;
;28/11/2022;10:47:31.663;-38;108;324;0;;;;
;28/11/2022;10:47:31.710;-34;108;324;0;;;;
;28/11/2022;10:47:31.772;-30;108;324;0;;;;
;28/11/2022;10:47:31.866;-23;108;312;0;;;;
;28/11/2022;10:47:31.929;-19;108;312;0;;;;
;28/11/2022;10:47:31.976;-16;108;312;0;;;;
;28/11/2022;10:47:32.038;-12;108;312;0;;;;
;28/11/2022;10:47:32.085;-8;108;312;0;;;;
;28/11/2022;10:47:32.147;-5;108;312;0;;;;
;28/11/2022;10:47:32.210;2;108;318;0;;;;
;28/11/2022;10:47:32.272;5;108;318;0;;;;
;28/11/2022;10:47:32.335;9;108;318;0;;;;
;28/11/2022;10:47:32.397;13;108;318;0;;;;
;28/11/2022;10:47:32.444;16;108;318;0;;;;
;28/11/2022;10:47:32.569;27;108;311;0;;;;
;28/11/2022;10:47:32.679;34;108;311;0;;;;
;28/11/2022;10:47:32.741;38;108;311;0;;;;
;28/11/2022;10:47:32.804;42;108;311;0;;;;
;28/11/2022;10:47:32.866;49;108;302;0;;;;
;28/11/2022;10:47:32.929;53;108;302;0;;;;
;28/11/2022;10:47:32.976;56;108;302;0;;;;
;28/11/2022;10:47:33.038;60;108;302;0;;;;
;28/11/2022;10:47:33.101;64;108;302;0;;;;
;28/11/2022;10:47:33.163;71;108;313;0;;;;
;28/11/2022;10:47:33.226;75;108;313;0;;;;
;28/11/2022;10:47:33.288;78;108;313;0;;;;
;28/11/2022;10:47:33.335;82;108;313;0;;;;
;28/11/2022;10:47:33.398;85;108;313;0;;;;
;28/11/2022;10:47:33.476;94;108;270;0;;;;
;28/11/2022;10:47:33.538;99;108;270;0;;;;
;28/11/2022;10:47:33.585;103;108;270;0;;;;
;28/11/2022;10:47:33.648;108;108;270;0;;;;
;28/11/2022;10:47:33.710;117;108;166;0;;;;
;28/11/2022;10:47:33.773;119;108;166;0;;;;
;28/11/2022;10:47:33.835;122;108;166;0;;;;
;28/11/2022;10:47:33.898;124;108;166;0;;;;
;28/11/2022;10:47:33.960;128;108;166;36;;;;
;28/11/2022;10:47:34.023;130;108;0;36;;;;
;28/11/2022;10:47:34.101;130;108;0;36;;;;
;28/11/2022;10:47:34.148;130;108;0;36;;;;
;28/11/2022;10:47:34.210;130;108;0;36;;;;
;28/11/2022;10:47:34.273;130;108;0;36;;;;
;28/11/2022;10:47:34.335;130;108;0;0;;;;
